,,11.517,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,0.099,3.5,0.66,35,,28.248,14.124,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,0.759,3.3,0.066,33,14.915,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,0.825,2.3,0.297,23,6.72,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,44,44,81.48148148,,
,4,1.122,9.9,1.881,99,,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,47,3,5.555555556,,
,5,3.003,2.4,0.132,24,,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,51,4,7.407407407,,
,6,3.135,3.5,0.396,35,10.03856097,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,52,1,1.851851852,,
,7,3.531,3.4,0.033,34,7.4575,,,,,,,,,,,,,6,20,24,54,2,3.703703704,,
,8,3.564,2.1,0.066,21,23.35994769,,,目視時間の分布（秒）,,16.467,,,,,,,,7,24,28,54,0,0,,
,9,3.63,9.9,0.891,99,,,,,1,2,3,4,5,6,7,8,,8,28,32,54,0,0,,
,10,4.521,2.3,0.033,23,,,,5,0,0,0,0,0,0,0,0,,9,32,36,54,0,0,,
,11,4.554,2.4,0.231,24,7.4575,,,4,0,0,0,0,0,0,0,0,,10,36,40,54,0,0,,
,12,4.785,3.4,0.264,34,6.72,,,3,0.198,0.528,1.749,1.485,4.356,0.462,0,0,,11,40,44,54,0,0,,
,13,5.049,3.5,0.363,35,7.4575,,,2,0.594,1.881,2.178,1.914,0.627,0.495,0,0,,12,44,48,54,0,0,,
,14,5.412,3.6,0.066,36,7.4575,,,1,0,0,0,0,0,0,0,0,,13,48,52,54,0,0,,
,15,5.478,2.6,0.033,26,6.72,,,,,,,,,,,,,14,52,56,54,0,0,,
,16,5.511,9.9,0.825,99,,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,54,0,0,,
,17,6.336,2.6,0.066,26,,,,,1,2,3,4,5,6,7,8,,16,60,64,54,0,0,,
,18,6.402,2.5,0.132,25,7.4575,,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17,64,68,54,0,0,,
,19,6.534,3.5,0.726,35,6.72,,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,68,72,54,0,0,,
,20,7.26,3.6,0.033,36,7.4575,,,3,1.2,3.2,10.6,9.0,26.5,2.8,0.0,0.0,,19,72,76,54,0,0,,
,21,7.293,9.9,0.495,99,,,,2,3.6,11.4,13.2,11.6,3.8,3.0,0.0,0.0,,20,76,80,54,0,0,,
,22,7.788,3.3,0.066,33,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100,,
,23,7.854,2.3,0.198,23,6.72,,,,,,,,,,,,,,,,,,,,
,24,8.052,2.2,0.33,22,7.4575,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,8.382,2.3,0.165,23,7.4575,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,8.547,2.4,0.198,24,7.4575,,,5,13,13,13,13,13,13,13,13,,,,,,,,,
,27,8.745,2.3,0.264,23,7.4575,,,4,13,13,13,13,13,13,13,13,,,,,,,,,
,28,9.009,2.2,0.132,22,7.4575,,,3,12,9,5,6,1,11,13,13,,,,,,,,,
,29,9.141,2.4,0.066,24,14.915,,,2,8,4,2,3,7,10,13,13,,,,,,,,,
,30,9.207,9.9,0.825,99,,,,1,13,13,13,13,13,13,13,13,,,,,,,,,
,31,10.032,2.2,0.264,22,,,,,,,,,,,,,,,,,,,,,
,32,10.296,2.1,0.297,21,7.4575,,,,,,,,,,,,,,,,,,,,
,33,10.593,0,0.264,0,,,,目視個所Ｔｏｐ　No.1,3.5,1,,5.1,13,,,,,,,,,,,,
,34,10.857,2.1,0.099,21,,,,目視個所Ｔｏｐ　No.2,2.3,2,,4.1,13,,,,,,,,,,,,
,35,10.956,2.2,0.297,22,7.4575,,,目視個所Ｔｏｐ　No.3,2.4,3,,3.1,12,,,,,,,,,,,,
,36,11.253,9.9,0.924,99,,,,目視個所Ｔｏｐ　No.4,2.2,4,,2.1,8,,,,,,,,,,,,
,37,12.177,2.3,0.825,23,,,,目視個所Ｔｏｐ　No.5,3.3,5,,1.1,13,,,,,,,,,,,,
,38,13.002,2.2,0.231,22,7.4575,,,目視個所（累積ではない）,12,,,5.2,13,,,,,,,,,,,,
,39,13.233,9.9,0.363,99,,,,非目視個所,28,,,4.2,13,,,,,,,,,,,,
,40,13.596,2.3,0.132,23,,,,合計,40,,,3.2,9,,,,,,,,,,,,
,41,13.728,3.4,0.363,34,10.03856097,,,,,,,2.2,4,,,,,,,,,,,,
,42,14.091,3.3,0.99,33,7.4575,,,,,,,1.2,13,,,,,,,,,,,,
,43,15.081,3.2,0.231,32,7.4575,,,,,,,5.3,13,,,,,,,,,,,,
,44,15.312,3.1,0.198,31,7.4575,,,,,,,4.3,13,,,,,1,2,3,4,5,6,7,8
,45,15.51,2.1,0.066,21,6.72,,,,,,,3.3,5,,,,5,13,13,13,13,13,13,13,13
,46,15.576,2.3,0.066,23,14.915,,,,,,,2.3,2,,,,4,13,13,13,13,13,13,13,13
,47,15.642,2.4,0.066,24,7.4575,,,,,,,1.3,13,,,,3,12,9,5,6,1,11,13,13
,48,15.708,3.5,0.231,35,10.03856097,,,,,,,5.4,13,,,,2,8,4,2,3,7,10,13,13
,49,15.939,3.4,0.363,34,7.4575,,,,,,,4.4,13,,,,1,13,13,13,13,13,13,13,13
,50,16.302,3.5,0.462,35,7.4575,,,,,,,3.4,6,,,,,,,,,,,,
,51,16.764,3.2,0.066,32,22.3725,,,,,,,2.4,3,,,,,,,,,,,,
,52,16.83,2.2,0.033,22,6.72,,,,,,,1.4,13,,,,,,,,,,,,
,53,16.863,2.1,0.066,21,7.4575,,,,,,,5.5,13,,,,,,,,,,,,
,54,16.929,9.9,2.178,99,,,,,,,,4.5,13,,,,,,,,,,,,
,55,19.107,2.4,0.528,24,,,,,,,,3.5,1,,,,,,,,,,,,
,56,19.635,2.2,0.363,22,14.915,,,,,,,2.5,7,,,,,,,,,,,,
,57,19.998,2.3,0.099,23,7.4575,,,,,,,1.5,13,,,,,,,,,,,,
,58,20.097,2.4,0.231,24,7.4575,,,,,,,5.6,13,,,,,,,,,,,,
,59,20.328,2.3,0.099,23,7.4575,,,,,,,4.6,13,,,,,,,,,,,,
,60,20.427,2.2,0.066,22,7.4575,,,,,,,3.6,11,,,,,,,,,,,,
,61,20.493,9.9,0.693,99,,,,,,,,2.6,10,,,,,,,,,,,,
,62,21.186,2.2,0.165,22,,,,,,,,1.6,13,,,,,,,,,,,,
,63,21.351,3.2,0.231,32,6.72,,,,,,,5.7,13,,,,,,,,,,,,
,64,21.582,3.3,0.066,33,7.4575,,,,,,,4.7,13,,,,,,,,,,,,
,65,21.648,3.4,0.132,34,7.4575,,,,,,,3.7,13,,,,,,,,,,,,
,66,21.78,3.5,0.165,35,7.4575,,,,,,,2.7,13,,,,,,,,,,,,
,67,21.945,2.5,0.495,25,6.72,,,,,,,1.7,13,,,,,,,,,,,,
,68,22.44,3.5,0.198,35,6.72,,,,,,,5.8,13,,,,,,,,,,,,
,69,22.638,3.6,0.165,36,7.4575,,,,,,,4.8,13,,,,,,,,,,,,
,70,22.803,9.9,0.924,99,,,,,,,,3.8,13,,,,,,,,,,,,
,71,23.727,3.6,0.198,36,,,,,,,,2.8,13,,,,,,,,,,,,
,72,23.925,3.5,1.155,35,7.4575,,,,,,,1.8,13,,,,,,,,,,,,
,73,25.08,3.4,0.231,34,7.4575,,,,,,総計,40,,,,,,,,,,,,,
,74,25.311,3.3,0.561,33,7.4575,,,,,,,,,,,,,,,,,,,,
,75,25.872,3.4,0.099,34,7.4575,,,,,,,,,,,,,,,,,,,,
,76,25.971,2.4,0.462,24,6.72,,,,,,,,,,,,,,,,,,,,
,77,26.433,9.9,1.254,99,,,,,,,,,,,,,,,,,,,,,
,78,27.687,2.6,0.363,26,,,,,,,,,,,,,,,,,,,,,
,79,28.05,9.9,0.264,99,,,,,,,,,,,,,,,,,,,,,
,80,28.314,2.6,0.033,26,,,,,,,,,,,,,,,,,,,,,
,81,28.347,3.4,0.182,34,16.35896161,,,,,,,,,,,,,,,,,,,,
,82,28.529,3.4,,34,,,,,,,,,,,,,,,,,,,,,
,観測時間［秒］,28.248,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,,,,,,,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,2.18,最大移動距離,23.36,,,,,,,,,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.39,平均移動距離,8.74,,,,,,,,,,,,,,,,,,,,
,,,,,距離標準偏差,3.64,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,原本再生時間,28.245,秒,,9.9のカウント数,12,,,,,,,,,,,,,,,,,,,,
,観察時間,28.248,秒,,9.9の秒数,11.517,,,,,,,,,,,,,,,,,,,,
,観察割合,1.000,,,0のカウント数,1,,,,,,,,,,,,,,,,,,,,
,,,,,0の秒数,0.264,,,,,,,,,,,,,,,,,,,,
,総ロスト時間［秒］,11.781,,原本再生に占める9.9の割合,,0.408,,,,,,,,,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.417,,観察時間に占める9.9の割合,,0.408,,,,,,,,,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.417,,原本再生に占める0の割合,,0.009,,,,,,,,,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.009,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,チェックデジット,16.467,,,,,,,,,,,,,,,,,,,,,
,,,,OK,16.467,,,,,,,,,,,,,,,,,,,,,
,,,,,16.467,,,,,,,,,,,,,,,,,,,,,
